Date,User Name,Score,Title,Review Text,Version,Helpful Count
"2024-01-13T20:46:46-07:00","kam7459","5","Like the application","Mendlin.io has helped me.  I feel strong after a few sessions.","2.2.2",""
"2024-01-10T08:44:54-07:00","Divine Goddess Mother","5","Amazing Tool","I have ADHD, C-PTSD, and I often feel I am autistic. This tool and app have helped me to focus, feel calm, safely express emotions and I am beyond grateful. Everyone needs to utilize this!","2.2.2",""
"2024-01-05T01:36:20-07:00","BuddhaMaitreya","5","Heart mind meditation","I use the Mendi daily. I appreciate its simple functions but would really appreciate the ability to do heart mind meditation.
It’s designed for it but not utilized .","2.2.2",""
"2024-01-02T04:24:00-07:00","Ddelgr","4","Neurofeedback that is not out of reach","I suffer from major depression, anxiety and recently been diagnosed with ADHD. I bought this band hoping it could help alleviate some of the stuck feelings I have each and everyday. I believe Mendi has been a positive addition to my routine, especially if I can get myself to stick with it. It’s very easy to just try it out and start and I have had no major issues with it. So far so good! Thank you for creating something that is within reach, especially in the neurofeedback world! 

Some things I do wish is seeing more data related to what my brain or blood flow may be doing. I’m a very data oriented person so, any data for me to observe and utilize would be beneficial. Also health kit syncing would be awesome. I’d love to be able to give a result set to a Dr. or Psychologist!","2.2.2",""
"2023-12-28T11:01:11-07:00","do better mendi","1","Device doesn’t hold a charge and app keeps crashing","This was recommended by an mlb psychologist . Doesn’t seem to hold up in terms of quality or support. The app is buggy to say the least.","2.2.2",""
"2023-12-24T09:03:58-07:00","1guera","5","Best thing","I bought it for me my parents, my friends and my family that is how much I believe in this product!","2.2.2",""
"2023-12-20T05:53:14-07:00","Cyman 513","5","Lots of fun.","Easy to follow and definitely makes a difference.","2.2.2",""
"2023-12-19T11:46:15-07:00","YippyChaiYay","5","Brain Gym","If nothing else, this device helps you train your positive thinking muscles and to let go and overcome your negative thinking patterns! When the ball starts to fall, your negative thinking really kicks in and this is a great tool to help notice when it does and to try different thoughts out. I’ve been using mendi for about one year now and I am convinced my day turns out better when I use mendi. Typically use it once a day for a 10min session. Using it is almost like an active meditation in that you seem to do better with a light concentration rather than willful concentration. When I try to “will” the ball up, it doesn’t seem to work to well. But when I focus on a specific spot on my body and relax my breathing, it seems to rise better. I dont know why that is or if it is unique to me. 
But I like using mendi, and I like the “Journeys “ section they added. Winnerminds has some good meditations to go along with mendi. 
I recommend anyone getting it.","2.2.2",""
"2023-12-14T07:24:53-07:00","JMathhelpsyouwin","5","Meditation Measured","Always struggled with keeping sustainable focus during meditation. Also great to get the feedback. Feel less relaxed than after meditation. Probably need 5 mins of interoceptive meditation also afterwards.. Love this thing!","2.2.2",""
"2023-12-14T00:40:46-07:00","QQQQQZ","4","What?  I can’t download to my iPad?","I have an IPad Pro.  Large screen.  Totally would have loved to have put this on my iPad.  Hopefully, that will change.  
I haven’t used it enough yet to really say if I like it or not.  I used it last night and then tonight, I forgot my phone downstairs so I thought, no biggie.  I can just put it on my iPad Pro.  It’s even better because of the screen size.  That was a fail.   I hope they can fix that.  
I am excited to use this daily though.  I need help focusing.","2.2.2",""
"2023-12-12T05:32:40-07:00","The pillZ","5","Amazing","So cool that we have home devices like this now. I think you could have better on boarding baked into the sessions when you start, I had to seek out how the positive reinforcement actually works and its explained in day 4 of a video series, but that info should be drip fed through the first few sessions because it helps you immensely.

After I started trying to “feel happy” when ball goes up, and “feel bad” when ball goes down, thats what trains the subconscious to prefer better blood flow.

That part was missed, and took me 2 weeks to figure out as I was poking around and playing with the app.

My gf asked how does it work? I had no idea and couldn’t explain it to her… but now I can because I watched that video series.","2.2.2",""
"2023-12-12T04:44:50-07:00","Hibaradaj","5","Feeling it","Not entirely sure how it works, but I can feel the positive effects just after initial weeks or so. Thank you for an amazing swift app and great product overall!","2.2.1",""
"2023-11-27T19:37:55-07:00","ShaTipRN","5","Helping my brain","It is a challenge to try to stay focused. But with Mendi I am seeing improvement since I first started. I can also see a difference in my score if I have been drinking  or I’m tired or sad.","2.1.0",""
"2023-11-20T20:05:52-07:00","aasweet3","5","Consistency is key!","We got the Mendi almost a year ago during Black Friday, we got a $100 discount which was great. I really like that the app is free and several people can use the same device without having to pay any additional fees for subscriptions. At first I was spotty with my Mendi practice but as I have become more consistent I have noticed greater improvement with my overall scores. Beyond the scores, I am an adult male with ADHD and have found that my mood has improved as well as my ability to focus on everyday tasks. I would recommend the Mendi for anyone who has a desire to improve their mental health. I would love to see Mendi introduce more games so there is a variety in the brain training. It would also be  cool to see more statistics to track improvement over time.","2.0.2",""
"2023-11-19T02:58:41-07:00","AlphaMike1730","5","Perfect","Great app for all.","2.0.2",""
"2023-11-17T00:47:03-07:00","AAR NYC","5","Mendi app","This is an amazing neuro feedback app that has been very helpful in my everyday life.","2.0.2",""
"2023-11-12T18:18:38-07:00","amonof4","5","Great device/ Great company","I really appreciate the simplicity of Mendi yet the profound changes it can make.  Also, the design is very durable.  The value is fantastic!  Thank you!  Keep up the great work!","2.0.2",""
"2023-11-09T16:11:22-07:00","Functional Neurologist","5","Dr. Daniel McBride","I use Mendi and I recommend it to my patients.","2.0.2",""
"2023-11-09T06:29:18-07:00","Rosyc11","5","A Great Way To Start My Day","I have loved starting my day with a Mendi session. I am a 3rd grade teacher and anything that can help me calm and support my mind is important to me. I love that Breathwork and reflection have added. That quick check in has really enhanced my Mendi practice.","2.0.2",""
"2023-11-06T14:44:42-07:00","Dont.Be.Deuby","5","Worth it","100% worth it. App keeps improving but not as much as my brain training and focus. The Mendi effect is real. I like the bonus meditations and the new breath work. Just 10 minutes a day and you will notice a difference after a week or so. My 8 years has been doing this and it’s been great in helping train his mind to focus and pay attention. Funny thing is he thinks he is playing a game. This is cool!","2.0.2",""
"2023-11-03T02:18:19-07:00","Danmor321","5","Mendi will change the world","This is incredible , it has impacted me in deep ways . I can definitely see how it will have a profound impact on who ever uses it and eventually in human life as a whole","2.0.1",""
"2023-11-02T09:00:37-07:00","Gracesky11004","5","Mendi is the best!","I love this product. I got mendi to help improve my concentration. I use it everyday as part of my morning routine. Within two weeks I noticed that my focused improved. I highly recommend this product to anyone struggling with concentration issues! It’s a game changer. I also love that the app comes with informative videos that explain how mendi works on the brain.","2.0.1",""
"2023-10-23T07:15:46-07:00","whizdoms","5","Mendi is my new friend for life!","When I bought the Mendi, I told myself that i couldn’t buy one more thing, unless I was going to use it. My new friend for life.

Since my dad had dementia, and I’ve been experiencing signs of it, I wanted to do everything I could to retrain my brain and give my brain the best opportunity of living out its best life for the remaining years that I have.

I’m still very new to Mendi, but I already feel a difference in how I sense  how I feel when my over analytical thinking mind begins to take over. 

Mendi is definitely my new friend for life and I look forward to many new journeys ahead!","2.0.1",""
"2023-10-08T07:59:01-07:00","ttsiege","5","Great app and device","Really helps me stay centered and calm","1.28.1",""
"2023-09-04T07:50:23-07:00","Mindfulgirl1111","5","Incredible","This app is amazing, it has helped my anxiety and throught/response patterns. Helps me to sleep and I’m my kid loves it too!","1.27.3",""
"2023-08-22T07:39:34-07:00","Guinness71","1","Very glitchy","Doesn’t work a few months after purchase. Not much response from customer service. They might be too busy rolling in all the money they have made. Maybe try a mindfulness app instead","1.27.2",""
"2023-06-27T08:25:50-07:00","Vibing","2","App crashing","Before the update the app was working; however since the new update the app crashes right before training and need to restart which is very annoying. Please fix the crashing issue.","1.26.3",""
"2023-06-21T20:30:10-07:00","EaganRackley","1","Crashes with 1.23.6","Crashes every time I use it after the update and there doesn’t seem to be a way to go back :( Now my Mendi is just a very expensive pape weight - except not even a very good one because it’s not that heavy :/","1.26.3",""
"2023-06-03T21:49:15-07:00","Atrianata","1","Glitchy app","Does not starts and only show context and history of the previous activity. No way to fix it","1.26.1",""
"2023-06-03T12:00:27-07:00","Dr. Murican","2","It’s buggy, there is no variety, and the device sensors don’t work well","There is no variation to the training. So even just after a few days of using it, it gets boring and I zone out. Also, I was just doing a session and somebody in the background started talking about what the mendi score is toward the of it and then the app froze and the 10+ minutes of training did not complete and got stuck on “loading”. Also, I am considering getting a refund because the device doesn’t seem to get a correct signal from my head half the time so then you see tremendous falls of 20-30% without me being able to do anything about it… until the sensors catch a signal again. I think this product is simply not ready for customers. The sensors/ system need to be better and the app as well needs debugging and much more variety to the training to keep the customer engaged. I am disappointed.","1.26.1",""
"2023-02-23T08:54:53-07:00","V~!","1","App works, not so sure about head band","I’m very skeptical about this concept. Application works well and didn’t crash at all, however the band works equally well when worn on my head or over my knee or over my pillow.
Actually it gave better score when worn over the pillow. Customer service response was quick and full of explanations why it’s ok. Sorry, not buying it. My Garmin watch with optical sensor doesn’t read HR when removed from my wrist.","1.24.0",""
"2023-02-20T23:40:39-07:00","Carlon Arrington","1","Not good for much.","Not good for much. I regret spending money on it.","1.24.0",""
"2023-01-23T08:23:30-07:00","WilliamLewis96","4","Works well!","I recently bought a Mendi headset, I think this app works really well. One item I wish the app would do, is write mindfulness data to HealthKit, so your time shows up within the health app.","1.24.0",""
"2023-01-15T20:47:43-07:00","Brownian Motion","4","App needs work to make it more useful","I got the Mendi about 10 days ago and I’ve been using it every day. I’m still figuring out how to control the ball - clearly that requires some mental experimentation. I believe I’ve made progress and almost all days, my assessment of the session matches, qualitatively, my Mendi score. There were some surprises tho. On my first session this afternoon, I was thinking about something stressful at work and became very agitated. I looked at the ball and, during that time, it was gyrating wildly, going steeply up for a little bit and then falling steeply into the depths. It was like the ball was riding needles up and down! I fully expected my Mendi session to have a low score, but to my surprise, I got my highest score ever at 90 and my highest ever area under the graph! That was puzzling and a little disturbing because I did not expect, or want, my scores to be high when I was agitated and my frontal lobe completely out of my conscious control! Not sure if this is an actionable item but i wanted to put it out there in the hope that it’s a useful tidbit. Couple fixes and changes I’d like: Id like to be able to see all my numbers and plots for a session even if it isn’t the best session of the day. Right now it only gives you hints of what your numbers could be by showing you part of each number, with no way of clicking on them and seeing them fully! The second is that the app has frozen on me a couple of times after using it, when I try to scroll up and down.","1.24.0",""
"2023-01-01T19:11:13-07:00","Flyboy Instructor","1","This app makes the device almost unusable","This app is hopeless. It is so user unfriendly. 
I can’t run new sessions. I can’t up the sessions.
I am returning the device because of this hopeless app","1.24.0",""
"2022-12-13T17:43:32-07:00","Uptownbrownny","2","Would have given five stars","Mendi has helped me with my focus and think it does what it claims.  But I have to say that their customer service is the worst. It matters because the software is buggy. It registers the wrong day, doesn’t recognize that I’ve completed a session, and some of the scores appear random—the exact same scores on the three metrics but different scores overall. I want to be a fan and talk it up, but the customer service department has gone out of their way to make that impossible.","1.23.2",""
"2022-12-06T09:53:01-07:00","NF-Guy","1","Would not fully connect","I’m a Ph.D pyschologist very familiar with neurofeedback and I was excited to try this device. Unfortunately I could not get it to work on my iPhone 12. It connected to the app but the sensors never turned on once the headband was in place. Very disappointed. NF-Guy","1.23.2",""
"2022-10-09T16:11:09-07:00","SharkRepair","3","Feedback for the devs","Hello! Thank you for your continued work on the app. I look forward to seeing it expand with more content and different games. I have a couple issues and suggestions:

I dislike the chime tone. It reminds me of casinos and I end up turning my volume all the way off to avoid it. A variety of tones to choose from or the option to turn off the chimes while still having the music would be great.
The visual display that comes up after a session rarely displays the Mendi score at this point. I have the most recent update. I usually receive a message instead to do a session or swipe to see my history. I can still see the individual metrics below, but the inconsistency and not knowing how to compare with previous results makes me less enthusiastic to use the app and has led to gaps in training. It seems to post the results twice, actually now that I look at it again, but the date is inaccurate. I trained today but not yesterday, however today’s results are displayed with both yesterday’s and today’s dates, yesterday having the visual Mendi score and today having the message to do a session or swipe left","1.22.0",""
"2022-09-07T09:28:46-07:00","The1pictureguy","3","App not working","I received my Mendi 2-12-22 and I cannot get past the email page in app. It would not send an email either. I requested a resend multiple times. I Checked junk section also, in case it got sent there. Nothing!!! Please fix now!!!!

Update: We finally got the app to work. I’m not sure how since it was so long ago.  I actually forgot to come update this review.  Working on using it regularly so we can see how it benefits us.","1.20.1",""
"2022-07-10T21:28:55-07:00","composingkeys","2","Not enough variety","Mendi doesn’t have enough variety. It is currently only the ball game and one music piece. For something you are encouraged to do at least 3 times a week 5 minutes a session, I wish there was more. For the price, I feel this hurts the experience and desire to use it.","1.20.1",""
"2022-05-25T10:00:22-07:00","Pbxs","5","Simple","But effective — love the device itself, it’s designed so well.  App isn’t feature heavy, but it’s maturing; awesome product","1.19.0",""
"2022-05-24T14:36:31-07:00","MarqR","4","Apps works well, but it is slow to load some UI","Update:  I contacted support and was told that the delays on some screens was due to backend server load issues that are being addressed. This does seem to explain the issues I am/was seeing:

1) Initial screen when starting a session - the “button” for selecting me vs a guest is slow to fill in with my name and let me start a session. 

2) “Rotate to landscape” prompt is slow to respond after rotation and then load the start of a session. 

3) The end of a session appears hung, but does eventually load the concluding screens of a session. 

It would seem to make sense to display some sort of animation at these junctures that shows the user that the app is still running, and not broken. Perhaps some sort of background asynchronous communication/loading could also make the app appear more responsive. 

All told, I’m happy with the app and the Mendi headband device. I hope more customization of the session experience will be added in the future. 

It would be nice to have additional choices of background music, to play your own music, or turn off music. It might be nice to have a more beautiful background than the current sky/color gradient, such as actual natural imagery: sky, forest, or a coastal landscape. I wonder if some other changing focus image other than the spinning ball, like a fountain/jet of water, a point or sphere of light, or perhaps something purely aural - a fluctuating sound such a variable frequency filter over brown/white/pink noise. 

I’m still working with the system and look forward to getting better at using it, and hope the user experience will be improved/made more customizable. 

============
The Mendi app seems to be working well, but at the end of a training session the app hangs on a blank (colored, but no UI) screen. I need to go to the iOS app switcher, swipe it away, and restart it. The app shows that my session activity is recorded, but this clearly isn’t a good user experience. I’m doing a 10 minute session, running iOS 15.5, on an iPhone 13 Pro Max with 256 GB storage. The Mendi app version is v1.19.0.2205101542. Device model V4, Hardware version r2.1a-ty1, Firmware 1.0.2","1.19.0",""
"2022-05-21T15:20:28-07:00","Bjorn E.H","3","App issues","I have had  Mendi for a week now and here is my review. 

The device works well and I like it so far, very easy to use with a awesome design. 

However, the app has issues with the login page, I need to login several times to get in, it also takes a long time loading to get your results after a session. 

I hope they can fix this soon!","1.19.0",""
"2022-05-18T13:53:55-07:00","ssilfan","1","Very glitchy experience","App has gotten completely glitchy. Have to click buttons multiple times to get to training session (get dropped back several times). Just completed a training session and after finishing it just go back to starting a new one without recording results. Apart from that there is the problem that the measurement method constantly seems to change. Whenever I I think I get a hold of how to control the ball, the criteria seem to change with a software update and I am starting from square zero again. Very inconsistent and frustrating. Almost ready to give up on the device.","1.19.0",""
"2022-04-27T06:53:13-07:00","Lullery","5","Love!!!","Has helped with focus so much. I do wish there were more games, but for the price, I am very happy with it! 

I use to supplement my in office neurofeedback, as I can afford to go in as much anymore. Mendi is a cost effective way to get those benefits!!!","1.18.0",""
"2022-04-25T09:47:22-07:00","publicdoename","4","Umm…who was I 3 months ago?","I Love My MENDI. 

I’m giving four stars for now because the app has room for growth. Custom durations PLEASE PLEASE
PLEASE. Obviously, new practice games.  An API for devs. 

I LOVE MY MENDI

Does It Work? You betcha. Best meditations of my life. You so won’t be sorry if you buy a Mendi. 

If used regularly, you will wonder how you ever lived without this tool. I almost purchased a different kind of BCI. I chose MENDI (Best decision). In time, I’m sure I will try other products but I’m confident MENDI will always be my go to for my main practice. I suffer from ADHD and severe anxiety which means the typical medications. Been on them for years yet I’ve never felt as good as I do right now. 
I Love My MENDI

In February, the one preceding the original March pandemic madness, I lost my mother to cancer. She was my mom, rock, and she was my best friend too. I’m 41 now and have not had a job for 15 years or drove a car in who knows. Up to last year I had never lived alone. I’d never lived outside of the house I grew up in. My entire life has been fighting my mental health issues. Now  I’m a child trying to learn how to live like an adult. It isn’t easy. I have practiced a lot over the years but never long-term habit before. I look forward to time using MEMDI Then I met MENDI.

 I LOVE MY MENDI. 

I thank everyone at MENDI for this product. I don’t know how I could ever express my gratitude. You guys saved my life. Anything I can do to help
you guys, I’d be honored. I’d be happy to take part in any beta testing, clinical studies, research studies, learning paths, whatever it be. 

I Love My Mendi","1.18.0",""
"2022-01-03T17:10:29-07:00","Sudoku user2011","1","App not working!","Stuck on the first page and can’t set it up beyond adding Email ID","1.0.15",""
"2021-11-06T15:28:01-07:00","JeezyFoSheezy","2","App is stuck in portrait mode!!","Please fix this ASAP it's nearly unusable.","1.0.13",""
"2021-10-30T07:54:59-07:00","18;!3$/&2","3","Game doesnt load correctly","The game doesn’t load correctly when i start it from the app. It’s inverted and stuck in portrait mode. I have to restart the app multiple times.","1.0.13",""
"2021-07-10T23:00:30-07:00","fdbixler","5","Arrived!","My Mendi was delivered on Wednesday, July 7, 2021. Arrived it perfect condition, well packaged, beautifully made, and was a snap to setup. It took seconds for it to locate and connect with the free app. In fact, it took longer to download the app than it took to setup and begin using.  Entire process is incredibly intuitive. Having only been three days, it’s too soon to boast about any improvements, but I am certain I am feeling something going on in my head. Having read about the benefits of neuro-feedback in the book, “The Body Keeps The Score,” by Bessel Van der Kolk MD, I am excited by the possibilities of the benefits of consistent daily practice with Mendi. I have high hopes for this device and its training.","1.0.9",""
"2021-04-18T12:26:58-07:00","Leo Fassbender","5","Great tool","Sound theory and good user experience!","1.0.2",""
